design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/hosni/caravel_sky130/caravel/openlane/mprj_io_buffer,mprj_io_buffer,23_01_31_02_55,flow completed,0h0m30s0ms,0h0m14s0ms,36444.444444444445,0.00225,18222.222222222223,47.47,492.01,41,0,0,0,0,0,0,0,0,0,-1,-1,2523,335,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,2304221.0,0.0,22.39,28.87,0.0,0.0,0.0,6,82,6,82,0,0,0,41,0,0,0,0,0,0,0,0,-1,-1,-1,28,16,0,44,1313.7600000000002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,125.0,8,4,1,50,9.520,8.625,0.3,0.96,sky130_fd_sc_hd,10,AREA 0
