design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_MAX_FANOUT,SYNTH_STRATEGY
/home/hosni/caravan/caravel/openlane/caravan_core,caravan_core,23_05_29_20_16,flow completed,1h51m22s0ms,1h13m9s0ms,6385.660234544298,15.087555,3192.830117272149,20.08,106.0,7659.55,22621,0,0,0,0,0,0,16,15,15,-1,-1,-1,4149264,413588,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,3730360862.0,0.0,28.18,21.71,3.63,2.37,3.13,16399,38903,3577,25193,0,0,0,20718,828,25,447,496,2752,736,100,4339,6706,7055,15,186798,59395,39556,59666,48172,393587,14916786.380800001,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.95,25.0,40.0,25,1,50,360,264,0.05,1,0.26,1,sky130_fd_sc_hd,12,DELAY 1
